"measure","location","sex","age","cause","metric","year","val"
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","10-14 years","Breast cancer","Rate",2019,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","10-14 years","Breast cancer","Rate",2019,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","15-19 years","Breast cancer","Number",2019,11.6217856872862
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","15-19 years","Breast cancer","Number",2019,21.9974088990107
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","15-19 years","Breast cancer","Rate",2019,0.79478583848032
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","15-19 years","Breast cancer","Rate",2019,1.89129306155394
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","20-24 years","Breast cancer","Number",2019,13.7346345939057
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","20-24 years","Breast cancer","Number",2019,140.26118422345
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","20-24 years","Breast cancer","Rate",2019,0.744016528004962
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","20-24 years","Breast cancer","Rate",2019,9.90336842498743
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","25-29 years","Breast cancer","Number",2019,15.4978183879496
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","25-29 years","Breast cancer","Number",2019,759.233954927075
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","25-29 years","Breast cancer","Rate",2019,0.700356857673454
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","25-29 years","Breast cancer","Rate",2019,46.8777967601446
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","30-34 years","Breast cancer","Number",2019,18.2812207549345
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","30-34 years","Breast cancer","Number",2019,3495.36663608871
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","30-34 years","Breast cancer","Rate",2019,0.700948242398108
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","30-34 years","Breast cancer","Rate",2019,200.592288817644
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","35-39 years","Breast cancer","Number",2019,30.0389431398978
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","35-39 years","Breast cancer","Number",2019,7187.96657844898
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","35-39 years","Breast cancer","Rate",2019,1.13515081795304
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","35-39 years","Breast cancer","Rate",2019,448.048319295955
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","40-44 years","Breast cancer","Number",2019,58.9877018741099
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","40-44 years","Breast cancer","Number",2019,9946.12149156643
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","40-44 years","Breast cancer","Rate",2019,2.64692727967914
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","40-44 years","Breast cancer","Rate",2019,764.450572089635
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","45-49 years","Breast cancer","Number",2019,75.1345751353481
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","45-49 years","Breast cancer","Number",2019,10788.0956665236
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","45-49 years","Breast cancer","Rate",2019,4.83593539195099
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","45-49 years","Breast cancer","Rate",2019,1131.41077599174
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","50-54 years","Breast cancer","Number",2019,62.8086426644061
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","50-54 years","Breast cancer","Number",2019,8974.74972138834
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","50-54 years","Breast cancer","Rate",2019,6.51322558714828
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","50-54 years","Breast cancer","Rate",2019,1392.06912934786
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","55-59 years","Breast cancer","Number",2019,60.7147156597273
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","55-59 years","Breast cancer","Number",2019,6457.53351326833
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","55-59 years","Breast cancer","Rate",2019,9.38266529653676
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","55-59 years","Breast cancer","Rate",2019,1470.61486141013
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","60-64 years","Breast cancer","Number",2019,61.10163902528
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","60-64 years","Breast cancer","Number",2019,3899.33926252009
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","60-64 years","Breast cancer","Rate",2019,14.5404253272087
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","60-64 years","Breast cancer","Rate",2019,1363.75026505251
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","65-69 years","Breast cancer","Number",2019,55.5293944452259
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","65-69 years","Breast cancer","Number",2019,2194.47830392577
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","65-69 years","Breast cancer","Rate",2019,20.6348594468863
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","65-69 years","Breast cancer","Rate",2019,1286.97880940285
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","70-74 years","Breast cancer","Number",2019,35.5990112293272
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","70-74 years","Breast cancer","Number",2019,1144.02071651541
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","70-74 years","Breast cancer","Rate",2019,22.2372915908004
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","70-74 years","Breast cancer","Rate",2019,1229.68305166765
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","75-79 years","Breast cancer","Number",2019,27.2659320344986
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","75-79 years","Breast cancer","Number",2019,549.437707741976
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","75-79 years","Breast cancer","Rate",2019,35.2443014619089
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","75-79 years","Breast cancer","Rate",2019,1182.67838504184
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","80-84","Breast cancer","Number",2019,11.1512517858883
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","80-84","Breast cancer","Number",2019,265.724371379506
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","80-84","Breast cancer","Rate",2019,32.0413675556935
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","80-84","Breast cancer","Rate",2019,1008.3414236152
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","85-89","Breast cancer","Number",2019,6.59316652051853
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","85-89","Breast cancer","Number",2019,135.429090992308
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","85-89","Breast cancer","Rate",2019,43.7057650653173
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","85-89","Breast cancer","Rate",2019,878.356849947552
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","90-94","Breast cancer","Number",2019,2.62735769895895
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","90-94","Breast cancer","Number",2019,61.9616397205358
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","90-94","Breast cancer","Rate",2019,37.9527886612003
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","90-94","Breast cancer","Rate",2019,790.913689108474
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","95+ years","Breast cancer","Number",2019,0.405915911914079
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","95+ years","Breast cancer","Number",2019,10.9729613696866
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","95+ years","Breast cancer","Rate",2019,25.9006595056223
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","95+ years","Breast cancer","Rate",2019,701.406047018226
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","<5 years","Colon and rectum cancer","Number",2019,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","<5 years","Colon and rectum cancer","Number",2019,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","<5 years","Colon and rectum cancer","Rate",2019,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","<5 years","Colon and rectum cancer","Rate",2019,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","5-9 years","Colon and rectum cancer","Number",2019,17.4213190611909
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","5-9 years","Colon and rectum cancer","Number",2019,12.7473371155157
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","5-9 years","Colon and rectum cancer","Rate",2019,1.40517056347384
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","5-9 years","Colon and rectum cancer","Rate",2019,1.12460641733887
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","10-14 years","Colon and rectum cancer","Number",2019,21.1810161709873
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","10-14 years","Colon and rectum cancer","Number",2019,17.4072688727728
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","10-14 years","Colon and rectum cancer","Rate",2019,1.6502632371416
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","10-14 years","Colon and rectum cancer","Rate",2019,1.57089332329541
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","15-19 years","Colon and rectum cancer","Number",2019,65.1569329823532
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","15-19 years","Colon and rectum cancer","Number",2019,63.2532592548213
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","15-19 years","Colon and rectum cancer","Rate",2019,4.45592519141333
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","15-19 years","Colon and rectum cancer","Rate",2019,5.43838826193281
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","20-24 years","Colon and rectum cancer","Number",2019,231.761581913122
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","20-24 years","Colon and rectum cancer","Number",2019,194.803318735738
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","20-24 years","Colon and rectum cancer","Rate",2019,12.5547167870378
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","20-24 years","Colon and rectum cancer","Rate",2019,13.7544043031667
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","25-29 years","Colon and rectum cancer","Number",2019,623.948264875455
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","25-29 years","Colon and rectum cancer","Number",2019,489.034345660937
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","25-29 years","Colon and rectum cancer","Rate",2019,28.1966425983387
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","25-29 years","Colon and rectum cancer","Rate",2019,30.1947147066488
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","30-34 years","Colon and rectum cancer","Number",2019,1692.47238398507
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","30-34 years","Colon and rectum cancer","Number",2019,1150.90124857601
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","30-34 years","Colon and rectum cancer","Rate",2019,64.8936719688946
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","30-34 years","Colon and rectum cancer","Rate",2019,66.0479828557497
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","35-39 years","Colon and rectum cancer","Number",2019,2904.48046351088
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","35-39 years","Colon and rectum cancer","Number",2019,1882.20082602348
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","35-39 years","Colon and rectum cancer","Rate",2019,109.758301366599
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","35-39 years","Colon and rectum cancer","Rate",2019,117.32343319538
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","40-44 years","Colon and rectum cancer","Number",2019,4024.09593284515
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","40-44 years","Colon and rectum cancer","Number",2019,2901.33459044288
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","40-44 years","Colon and rectum cancer","Rate",2019,180.571355762017
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","40-44 years","Colon and rectum cancer","Rate",2019,222.994147956883
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","45-49 years","Colon and rectum cancer","Number",2019,4316.69753676513
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","45-49 years","Colon and rectum cancer","Number",2019,3689.04932879712
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","45-49 years","Colon and rectum cancer","Rate",2019,277.838403382001
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","45-49 years","Colon and rectum cancer","Rate",2019,386.892209040924
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","50-54 years","Colon and rectum cancer","Number",2019,4022.90692622706
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","50-54 years","Colon and rectum cancer","Number",2019,3702.39018253998
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","50-54 years","Colon and rectum cancer","Rate",2019,417.173484652726
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","50-54 years","Colon and rectum cancer","Rate",2019,574.27596734332
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","55-59 years","Colon and rectum cancer","Number",2019,3715.46821481823
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","55-59 years","Colon and rectum cancer","Number",2019,2851.56533629337
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","55-59 years","Colon and rectum cancer","Rate",2019,574.177022831453
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","55-59 years","Colon and rectum cancer","Rate",2019,649.40497067781
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","60-64 years","Colon and rectum cancer","Number",2019,3243.27675769388
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","60-64 years","Colon and rectum cancer","Number",2019,2142.99599150706
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","60-64 years","Colon and rectum cancer","Rate",2019,771.806194776677
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","60-64 years","Colon and rectum cancer","Rate",2019,749.488863283836
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","65-69 years","Colon and rectum cancer","Number",2019,2610.62021901612
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","65-69 years","Colon and rectum cancer","Number",2019,1445.94640407304
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","65-69 years","Colon and rectum cancer","Rate",2019,970.112889340691
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","65-69 years","Colon and rectum cancer","Rate",2019,847.993064340274
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","70-74 years","Colon and rectum cancer","Number",2019,1887.23656720706
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","70-74 years","Colon and rectum cancer","Number",2019,952.79613819033
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","70-74 years","Colon and rectum cancer","Rate",2019,1178.88189577668
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","70-74 years","Colon and rectum cancer","Rate",2019,1024.13990053934
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","75-79 years","Colon and rectum cancer","Number",2019,982.826488253866
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","75-79 years","Colon and rectum cancer","Number",2019,575.477167320933
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","75-79 years","Colon and rectum cancer","Rate",2019,1270.41441286295
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","75-79 years","Colon and rectum cancer","Rate",2019,1238.7289719751
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","80-84","Colon and rectum cancer","Number",2019,439.086647310607
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","80-84","Colon and rectum cancer","Number",2019,353.956527992115
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","80-84","Colon and rectum cancer","Rate",2019,1261.64639857566
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","80-84","Colon and rectum cancer","Rate",2019,1343.15504249976
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","85-89","Colon and rectum cancer","Number",2019,189.484588194584
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","85-89","Colon and rectum cancer","Number",2019,201.477435906159
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","85-89","Colon and rectum cancer","Rate",2019,1256.08368442658
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","85-89","Colon and rectum cancer","Rate",2019,1306.72874373863
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","90-94","Colon and rectum cancer","Number",2019,70.3964343406872
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","90-94","Colon and rectum cancer","Number",2019,85.9122051483633
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","90-94","Colon and rectum cancer","Rate",2019,1016.8927497359
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","90-94","Colon and rectum cancer","Rate",2019,1096.63235866264
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","<5 years","All causes","Number",2013,239077.896347009
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","<5 years","All causes","Number",2013,209929.592091387
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","<5 years","All causes","Rate",2013,19337.391726786
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","<5 years","All causes","Rate",2013,18091.1969597975
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","5-9 years","All causes","Number",2013,63943.7525473692
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","5-9 years","All causes","Number",2013,51041.1335464105
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","5-9 years","All causes","Rate",2013,5081.03417604364
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","5-9 years","All causes","Rate",2013,4479.19942637549
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","10-14 years","All causes","Number",2013,91089.6867934063
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","10-14 years","All causes","Number",2013,77625.2088405815
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","10-14 years","All causes","Rate",2013,6817.26724313557
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","10-14 years","All causes","Rate",2013,6676.96533872401
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","15-19 years","All causes","Number",2013,190277.370956473
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","15-19 years","All causes","Number",2013,137732.525090824
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","15-19 years","All causes","Rate",2013,12394.9378521582
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","15-19 years","All causes","Rate",2013,10675.2881427761
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","20-24 years","All causes","Number",2013,302605.78168424
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","20-24 years","All causes","Number",2013,199047.268737738
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","20-24 years","All causes","Rate",2013,16853.3404252745
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","20-24 years","All causes","Rate",2013,13913.5952383727
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","25-29 years","All causes","Number",2013,366386.405962498
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","25-29 years","All causes","Number",2013,250682.323181078
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","25-29 years","All causes","Rate",2013,18631.8880859332
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","25-29 years","All causes","Rate",2013,16984.2460321524
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","30-34 years","All causes","Number",2013,446868.506165322
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","30-34 years","All causes","Number",2013,276366.275175351
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","30-34 years","All causes","Rate",2013,20870.0146399833
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","30-34 years","All causes","Rate",2013,20054.3693022765
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","35-39 years","All causes","Number",2013,477840.123520362
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","35-39 years","All causes","Number",2013,285673.105101897
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","35-39 years","All causes","Rate",2013,23976.6762869611
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","35-39 years","All causes","Rate",2013,23846.9102339109
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","40-44 years","All causes","Number",2013,433988.238357316
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","40-44 years","All causes","Number",2013,257188.295170544
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","40-44 years","All causes","Rate",2013,29440.6077644073
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","40-44 years","All causes","Rate",2013,28905.1955075497
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","45-49 years","All causes","Number",2013,385720.722282469
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","45-49 years","All causes","Number",2013,229969.727363386
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","45-49 years","All causes","Rate",2013,37249.4633063242
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","45-49 years","All causes","Rate",2013,35190.5797083317
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","50-54 years","All causes","Number",2013,327874.744756894
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","50-54 years","All causes","Number",2013,191661.338817726
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","50-54 years","All causes","Rate",2013,47843.6860393967
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","50-54 years","All causes","Rate",2013,42916.2464034903
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","55-59 years","All causes","Number",2013,301770.971286618
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","55-59 years","All causes","Number",2013,164365.178712905
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","55-59 years","All causes","Rate",2013,61043.4110866015
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","55-59 years","All causes","Rate",2013,52235.2821473871
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","60-64 years","All causes","Number",2013,226643.958014006
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","60-64 years","All causes","Number",2013,126561.49896338
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","60-64 years","All causes","Rate",2013,76582.5328732445
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","60-64 years","All causes","Rate",2013,63152.646488654
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","65-69 years","All causes","Number",2013,185082.62096897
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","65-69 years","All causes","Number",2013,95749.3986771829
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","65-69 years","All causes","Rate",2013,93739.6186686818
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","65-69 years","All causes","Rate",2013,76300.1535966064
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","70-74 years","All causes","Number",2013,130830.197605084
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","70-74 years","All causes","Number",2013,69406.9146120777
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","70-74 years","All causes","Rate",2013,113444.523521349
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","70-74 years","All causes","Rate",2013,94227.9260564881
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","75-79 years","All causes","Number",2013,68139.2618299654
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","75-79 years","All causes","Number",2013,44645.9869908483
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","75-79 years","All causes","Rate",2013,134147.957592421
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","75-79 years","All causes","Rate",2013,114332.091940078
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","80-84","All causes","Number",2013,45095.8451118359
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","80-84","All causes","Number",2013,40169.2042524215
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","80-84","All causes","Rate",2013,154140.665427717
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","80-84","All causes","Rate",2013,137906.462876208
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","85-89","All causes","Number",2013,29092.8715421617
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","85-89","All causes","Number",2013,29188.1263649162
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","85-89","All causes","Rate",2013,175990.430056649
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","85-89","All causes","Rate",2013,166880.799512361
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","90-94","All causes","Number",2013,9653.70061980674
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","90-94","All causes","Number",2013,8910.88740604028
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","90-94","All causes","Rate",2013,195770.016593419
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","90-94","All causes","Rate",2013,189537.342072961
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","95+ years","All causes","Number",2013,2580.40112907956
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","95+ years","All causes","Number",2013,2493.10927257385
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","95+ years","All causes","Rate",2013,217755.114064944
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","95+ years","All causes","Rate",2013,215974.649066539
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","<5 years","Breast cancer","Number",2014,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","<5 years","Breast cancer","Number",2014,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","<5 years","Breast cancer","Rate",2014,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","<5 years","Breast cancer","Rate",2014,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","5-9 years","Breast cancer","Number",2014,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","5-9 years","Breast cancer","Number",2014,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Male","5-9 years","Breast cancer","Rate",2014,0
"DALYs (Disability-Adjusted Life Years)","Saudi Arabia","Female","5-9 years","Breast cancer","Rate",2014,0
